2025-04-05, 1001, Laura Herrera DNI 33114523, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-06-18, 5064, Valentina Sosa DNI 41629735, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-09-11, 5065, Juan Ruiz DNI 36337871, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-10, 5066, Valentina Fernandez DNI 17596156, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-11-23, 5067, Laura Perez DNI 17475916, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-03-23, 5068, Laura Ruiz DNI 44179949, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-11-03, 5069, Sofia Torres DNI 20549055, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-10-18, 5070, Carlos Sosa DNI 31008330, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-11-25, 5071, Pedro Fernandez DNI 36334099, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-05-11, 5072, Diego Herrera DNI 32457517, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-05-02, 5073, Lucia Herrera DNI 15280413, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-04-20, 5074, Juan Ruiz DNI 18661908, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-12-19, 5075, Marcos Torres DNI 48261798, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-10-09, 5076, Lucia Herrera DNI 18393180, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-08-07, 5077, Laura Fernandez DNI 22170475, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-04-07, 5078, Ana Ruiz DNI 21208078, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-03-08, 5079, Laura Ruiz DNI 47240493, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-03-11, 5080, Lucia Lopez DNI 44522121, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-05-15, 5081, Sofia Perez DNI 43563921, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-05, 5082, Laura Diaz DNI 21665974, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-04-05, 5083, Laura Mendez DNI 17571374, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-10-16, 5084, Marcos Perez DNI 13633164, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-01-05, 5085, Juan Perez DNI 49213628, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-05-18, 5086, Diego Lopez DNI 14592216, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-06-09, 5087, Lucia Sosa DNI 29708296, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-11-08, 5088, Lucia Sosa DNI 32322130, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-08-13, 5089, Sofia Ruiz DNI 23086825, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-01-24, 5090, Valentina Sosa DNI 16619559, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-08-26, 5091, Lucia Torres DNI 43601417, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-09-05, 5092, Marcos Herrera DNI 29716044, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-03-05, 5093, Laura Fernandez DNI 41597963, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-10-20, 5094, Juan Ruiz DNI 21704958, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-10-17, 5095, Diego Fernandez DNI 19545376, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-10-11, 5096, Juan Lopez DNI 23139071, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-11-24, 5097, Lucia Gomez DNI 21804493, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-11-22, 5098, Pedro Gomez DNI 31744829, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-11-18, 5099, Carlos Perez DNI 46163511, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-04-28, 5100, Juan Ruiz DNI 29253806, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-10-19, 5101, Sofia Sosa DNI 49204732, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-05-13, 5102, Juan Gomez DNI 34332744, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-11-19, 5103, Laura Herrera DNI 46677033, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-11-18, 5104, Carlos Torres DNI 46275371, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-16, 5105, Valentina Torres DNI 12718478, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-05-13, 5106, Valentina Gomez DNI 10333729, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-06-27, 5107, Ana Lopez DNI 45104979, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-07-13, 5108, Carlos Diaz DNI 24307652, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-11-26, 5109, Ana Gomez DNI 49997376, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-08-10, 5110, Carlos Sosa DNI 49666478, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-01-07, 5111, Lucia Fernandez DNI 17085650, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-10-12, 5112, Valentina Torres DNI 45177169, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-06-01, 5113, Diego Gomez DNI 40846055, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-06-22, 5114, Pedro Herrera DNI 18641933, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-20, 5115, Ana Diaz DNI 10287441, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-12-16, 5116, Diego Lopez DNI 31828066, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-12-02, 5117, Carlos Gomez DNI 33647183, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-03-20, 5118, Pedro Mendez DNI 25058076, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-02-07, 5119, Pedro Sosa DNI 21977989, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-07-09, 5120, Carlos Ruiz DNI 26230159, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-05-18, 5121, Lucia Lopez DNI 34339520, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-09-25, 5122, Pedro Herrera DNI 20300558, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-09-17, 5123, Lucia Mendez DNI 27991104, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-11-22, 5124, Ana Sosa DNI 25114593, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-11-24, 5125, Sofia Perez DNI 17890858, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-12-19, 5126, Ana Gomez DNI 10998575, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-06-24, 5127, Diego Lopez DNI 43019301, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-12, 5128, Sofia Torres DNI 20134245, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-10-08, 5129, Juan Fernandez DNI 48822502, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-05-20, 5130, Carlos Torres DNI 45736897, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-01-12, 5131, Sofia Torres DNI 12502790, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-01-03, 5132, Carlos Mendez DNI 49668056, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-12-13, 5133, Diego Perez DNI 42893087, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-09-16, 5134, Carlos Lopez DNI 45461239, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-07-12, 5135, Juan Fernandez DNI 31024848, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-01-28, 5136, Pedro Diaz DNI 35136373, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-05-02, 5137, Valentina Herrera DNI 37801173, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-02-16, 5138, Carlos Gomez DNI 47081240, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-09-12, 5139, Diego Lopez DNI 13626407, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-12-10, 5140, Laura Lopez DNI 48241635, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-04-06, 5141, Sofia Sosa DNI 16208517, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-07-08, 5142, Sofia Perez DNI 14093238, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-01-20, 5143, Carlos Torres DNI 41343131, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-09-12, 5144, Valentina Fernandez DNI 34333508, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-06-10, 5145, Sofia Lopez DNI 28719216, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-06-28, 5146, Valentina Mendez DNI 38987796, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-10-19, 5147, Laura Fernandez DNI 38182526, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-12-20, 5148, Diego Diaz DNI 27211615, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-11-03, 5149, Juan Fernandez DNI 25706108, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-04-11, 5150, Marcos Perez DNI 40419999, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-18, 5151, Diego Torres DNI 48245849, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-02-08, 5152, Carlos Fernandez DNI 26158838, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-04-13, 5153, Diego Torres DNI 29705411, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-08-24, 5154, Valentina Sosa DNI 30151051, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-08-28, 5155, Marcos Ruiz DNI 47674371, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-06-14, 5156, Diego Ruiz DNI 16022827, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-04-03, 5157, Sofia Lopez DNI 34182320, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-09-26, 5158, Pedro Diaz DNI 33933975, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-09-23, 5159, Sofia Gomez DNI 48613205, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-06-26, 5160, Lucia Herrera DNI 35617556, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-11-14, 5161, Valentina Sosa DNI 12717768, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-08-24, 5162, Laura Sosa DNI 19250659, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-03-21, 5163, Juan Sosa DNI 37056644, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-03-11, 5164, Valentina Fernandez DNI 34625895, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-12-09, 5165, Ana Herrera DNI 37251859, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-02-10, 5166, Sofia Ruiz DNI 20300789, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-08-28, 5167, Ana Fernandez DNI 19976724, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-07-22, 5168, Laura Diaz DNI 14136392, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-02-26, 5169, Laura Lopez DNI 24231219, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-08-21, 5170, Lucia Perez DNI 41806291, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-08-03, 5171, Carlos Gomez DNI 23300972, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-04-19, 5172, Marcos Diaz DNI 35119209, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-02-20, 5173, Marcos Mendez DNI 26581791, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-08-04, 5174, Sofia Lopez DNI 46045827, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-11-06, 5175, Marcos Perez DNI 11977097, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-02, 5176, Carlos Perez DNI 20341900, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-04-02, 5177, Marcos Gomez DNI 39847073, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-10-21, 5178, Ana Fernandez DNI 23010178, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-08-11, 5179, Juan Torres DNI 28506135, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-04-13, 5180, Ana Herrera DNI 43723533, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-12-15, 5181, Sofia Ruiz DNI 47383289, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-04-14, 5182, Marcos Fernandez DNI 25440320, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-09-21, 5183, Marcos Fernandez DNI 27476585, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-12-14, 5184, Valentina Perez DNI 43063607, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-12-24, 5185, Ana Diaz DNI 41687022, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-11-15, 5186, Juan Perez DNI 35896894, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-11-08, 5187, Laura Fernandez DNI 49114383, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-09-04, 5188, Pedro Sosa DNI 43666150, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-08-19, 5189, Carlos Sosa DNI 19488257, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-11-04, 5190, Juan Diaz DNI 35843578, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-04-25, 5191, Marcos Gomez DNI 37038165, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-12-02, 5192, Diego Torres DNI 41658623, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-10-17, 5193, Ana Diaz DNI 23905463, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-06-09, 5194, Marcos Diaz DNI 11305069, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-04-15, 5195, Sofia Ruiz DNI 38427103, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-10-07, 5196, Carlos Gomez DNI 39322500, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-02-07, 5197, Carlos Gomez DNI 16253196, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-01-25, 5198, Laura Gomez DNI 20197174, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-01-23, 5199, Carlos Gomez DNI 19147114, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-03-07, 5200, Pedro Mendez DNI 11713865, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-03-19, 5201, Lucia Lopez DNI 48013820, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-08-12, 5202, Marcos Sosa DNI 12120926, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-01-06, 5203, Juan Torres DNI 46008487, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-11-28, 5204, Laura Diaz DNI 26558285, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-11-08, 5205, Valentina Perez DNI 13566772, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-07-25, 5206, Laura Ruiz DNI 10272448, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-06-02, 5207, Pedro Gomez DNI 10847289, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-03-15, 5208, Sofia Ruiz DNI 10469808, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-05-18, 5209, Carlos Diaz DNI 29240287, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-12-03, 5210, Pedro Ruiz DNI 10171915, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-01-07, 5211, Lucia Diaz DNI 31336917, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-08-02, 5212, Marcos Gomez DNI 46506054, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-04-17, 5213, Marcos Mendez DNI 32575892, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-02-05, 5214, Juan Torres DNI 34311534, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-08-24, 5215, Ana Ruiz DNI 15298945, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-01-14, 5216, Ana Perez DNI 19804877, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-02-25, 5217, Pedro Lopez DNI 27129701, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-01-08, 5218, Carlos Perez DNI 34206168, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-06-19, 5219, Juan Diaz DNI 39028206, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-07-27, 5220, Laura Fernandez DNI 17877705, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-07-25, 5221, Ana Sosa DNI 48214281, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-03-25, 5222, Laura Fernandez DNI 43623138, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-09-02, 5223, Pedro Ruiz DNI 16059896, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-02-20, 5224, Laura Gomez DNI 48234225, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-12-01, 5225, Sofia Ruiz DNI 21929522, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-16, 5226, Pedro Diaz DNI 44143442, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-02-12, 5227, Pedro Torres DNI 16128837, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-02-18, 5228, Diego Sosa DNI 14261324, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-12-12, 5229, Ana Gomez DNI 42296306, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-02-03, 5230, Carlos Perez DNI 32192581, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-09-12, 5231, Lucia Perez DNI 24129537, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-11-12, 5232, Sofia Perez DNI 45697766, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-02, 5233, Diego Ruiz DNI 43329103, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-10-22, 5234, Lucia Herrera DNI 19823857, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-09-04, 5235, Ana Fernandez DNI 26223552, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-02-16, 5236, Sofia Sosa DNI 39596065, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-04-02, 5237, Sofia Sosa DNI 13035503, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-09-20, 5238, Marcos Gomez DNI 23482637, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-22, 5239, Carlos Fernandez DNI 18098038, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-06-26, 5240, Marcos Fernandez DNI 25241778, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-07-09, 5241, Marcos Lopez DNI 36947430, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-10, 5242, Marcos Fernandez DNI 29192151, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-11-20, 5243, Pedro Ruiz DNI 16528025, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-12-25, 5244, Ana Torres DNI 33156145, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-12-05, 5245, Carlos Gomez DNI 35812772, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-05, 5246, Pedro Sosa DNI 32537529, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-04-18, 5247, Lucia Gomez DNI 45353310, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-11-24, 5248, Ana Herrera DNI 23416404, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-03-09, 5249, Pedro Diaz DNI 22186243, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-02-01, 5250, Juan Ruiz DNI 33134223, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-09-10, 5251, Valentina Herrera DNI 42874905, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-03-27, 5252, Ana Ruiz DNI 16635841, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-09-06, 5253, Marcos Torres DNI 13800053, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-05-21, 5254, Marcos Mendez DNI 17556624, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-01-24, 5255, Juan Sosa DNI 16844726, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-09-07, 5256, Ana Diaz DNI 48376453, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-08-10, 5257, Lucia Mendez DNI 39675731, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-10-06, 5258, Valentina Lopez DNI 34445776, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-16, 5259, Diego Diaz DNI 15870301, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-04-20, 5260, Ana Diaz DNI 16979502, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-12-16, 5261, Ana Perez DNI 18178634, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-12-12, 5262, Sofia Diaz DNI 18082406, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-04-14, 5263, Sofia Torres DNI 12193579, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-03-17, 5264, Marcos Ruiz DNI 20796281, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-12-17, 5265, Ana Lopez DNI 40413159, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-09-13, 5266, Laura Torres DNI 47348536, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-28, 5267, Ana Diaz DNI 42471956, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-07-19, 5268, Juan Herrera DNI 20063664, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-10-18, 5269, Marcos Herrera DNI 42614091, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-01-16, 5270, Diego Diaz DNI 19396440, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-05-26, 5271, Ana Gomez DNI 28134621, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-04-15, 5272, Diego Torres DNI 24651676, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-24, 5273, Carlos Gomez DNI 31472881, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-08-07, 5274, Carlos Mendez DNI 15529489, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-02-02, 5275, Laura Gomez DNI 35002429, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-04-22, 5276, Pedro Ruiz DNI 11069467, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-05, 5277, Ana Ruiz DNI 35689379, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-04-13, 5278, Valentina Ruiz DNI 49573772, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-08-27, 5279, Pedro Torres DNI 15487516, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-07-27, 5280, Laura Mendez DNI 13502038, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-07-11, 5281, Juan Gomez DNI 11024772, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-10-10, 5282, Valentina Sosa DNI 41813008, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-07-02, 5283, Laura Lopez DNI 12559852, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-07-15, 5284, Valentina Lopez DNI 12480922, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-06-04, 5285, Sofia Mendez DNI 28415296, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-03-09, 5286, Diego Gomez DNI 42104818, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-08-24, 5287, Valentina Sosa DNI 22339629, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-12-25, 5288, Diego Mendez DNI 15606473, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-07-04, 5289, Laura Fernandez DNI 33042775, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-02-20, 5290, Marcos Diaz DNI 16152082, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-03-20, 5291, Sofia Diaz DNI 29852933, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-12-06, 5292, Sofia Fernandez DNI 22916979, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-06-08, 5293, Valentina Herrera DNI 18628495, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-05-07, 5294, Diego Gomez DNI 22565638, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-08-04, 5295, Pedro Herrera DNI 23056388, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-02-17, 5296, Carlos Herrera DNI 19401358, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-04-01, 5297, Valentina Diaz DNI 18634881, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-10-23, 5298, Marcos Perez DNI 24402142, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-12-14, 5299, Ana Sosa DNI 48051454, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-12-16, 5300, Sofia Lopez DNI 48475335, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-04-04, 5301, Juan Sosa DNI 41032515, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-04-14, 5302, Sofia Sosa DNI 15900044, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-01-01, 5303, Sofia Perez DNI 14807561, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-08-02, 5304, Pedro Torres DNI 36449404, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-02-22, 5305, Valentina Gomez DNI 14679868, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-06-04, 5306, Lucia Sosa DNI 38384615, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-09-02, 5307, Marcos Herrera DNI 22289567, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-07-09, 5308, Valentina Perez DNI 30609743, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-02-06, 5309, Carlos Gomez DNI 34234382, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-04-22, 5310, Valentina Mendez DNI 20196691, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-04-26, 5311, Pedro Sosa DNI 27469270, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-01-20, 5312, Valentina Mendez DNI 49751905, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-06-28, 5313, Juan Fernandez DNI 44584869, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-01-07, 5314, Juan Torres DNI 34756103, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-01-21, 5315, Diego Torres DNI 31671748, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-09-21, 5316, Valentina Diaz DNI 37809697, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-05, 5317, Laura Lopez DNI 34020453, DOBLE, Miguel Torcuato, 14, 252000, ALTA
