2025-03-08, 1001, Lucia Perez DNI 12447474, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-12-07, 4751, Marcos Sosa DNI 18524786, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-11-16, 4752, Valentina Mendez DNI 48567145, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-07-31, 4753, Carlos Perez DNI 31257413, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-04-08, 4754, Carlos Ruiz DNI 23377054, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-05-30, 4755, Carlos Fernandez DNI 48997213, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-09-09, 4756, Diego Lopez DNI 28284347, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-05-17, 4757, Lucia Perez DNI 38803159, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-01-16, 4758, Lucia Gomez DNI 29223445, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-04-18, 4759, Valentina Torres DNI 11769611, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-08-27, 4760, Lucia Torres DNI 20361590, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-04-23, 4761, Valentina Perez DNI 18125097, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-12-12, 4762, Juan Mendez DNI 28968904, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-06-27, 4763, Diego Sosa DNI 43739251, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-03-25, 4764, Marcos Herrera DNI 42037608, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-07-19, 4765, Valentina Gomez DNI 20017183, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-07, 4766, Carlos Torres DNI 46830604, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-02-18, 4767, Valentina Mendez DNI 11898066, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-12-08, 4768, Marcos Gomez DNI 34994776, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-02-22, 4769, Laura Mendez DNI 46393795, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-05-31, 4770, Ana Torres DNI 29404171, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-02-21, 4771, Diego Perez DNI 13433728, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-04-21, 4772, Sofia Perez DNI 39558361, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-12-26, 4773, Carlos Ruiz DNI 32083549, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-12-15, 4774, Pedro Mendez DNI 26661580, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-09-26, 4775, Ana Torres DNI 47520802, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-05-25, 4776, Laura Ruiz DNI 23434751, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-12, 4777, Juan Torres DNI 27105870, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-12-27, 4778, Ana Fernandez DNI 27020885, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-09-15, 4779, Valentina Sosa DNI 35708061, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-01-09, 4780, Ana Fernandez DNI 46023463, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-01-11, 4781, Sofia Lopez DNI 46265734, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-03-17, 4782, Lucia Mendez DNI 40953758, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-03-03, 4783, Valentina Perez DNI 19665382, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-08-02, 4784, Lucia Gomez DNI 47764260, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-10-30, 4785, Marcos Herrera DNI 30178242, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-17, 4786, Diego Diaz DNI 49162748, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-09-03, 4787, Laura Torres DNI 41807922, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-10-18, 4788, Juan Sosa DNI 38745081, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-01-30, 4789, Laura Perez DNI 40506466, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-12-07, 4790, Pedro Fernandez DNI 28168020, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-02-07, 4791, Pedro Mendez DNI 13664187, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-02-20, 4792, Ana Diaz DNI 46881695, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-04-25, 4793, Laura Herrera DNI 16304423, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-06-30, 4794, Pedro Mendez DNI 29575902, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-05-10, 4795, Sofia Sosa DNI 13983610, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-06, 4796, Valentina Sosa DNI 43927741, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-10-21, 4797, Marcos Herrera DNI 39511796, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-10-10, 4798, Juan Herrera DNI 40334820, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-10-26, 4799, Carlos Torres DNI 36936172, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-12-17, 4800, Carlos Fernandez DNI 40113518, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-09-09, 4801, Ana Lopez DNI 21446799, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-10-15, 4802, Lucia Herrera DNI 45562497, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-11-20, 4803, Carlos Gomez DNI 15866829, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-09-23, 4804, Sofia Sosa DNI 36360704, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-12-20, 4805, Pedro Sosa DNI 33104733, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-04-05, 4806, Sofia Gomez DNI 23013475, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-04-20, 4807, Carlos Lopez DNI 40476896, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-10-07, 4808, Valentina Gomez DNI 10764208, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-09-08, 4809, Pedro Gomez DNI 14856746, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-11-26, 4810, Carlos Herrera DNI 45057418, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-10-30, 4811, Valentina Ruiz DNI 21777062, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-04-23, 4812, Laura Fernandez DNI 42390383, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-04-19, 4813, Carlos Ruiz DNI 31211999, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-07-17, 4814, Juan Mendez DNI 39209735, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-12-27, 4815, Laura Fernandez DNI 37503267, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-08-22, 4816, Marcos Lopez DNI 40674464, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-10-31, 4817, Pedro Fernandez DNI 39670858, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-03-07, 4818, Sofia Mendez DNI 25652159, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-10-23, 4819, Lucia Perez DNI 46528413, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-15, 4820, Juan Sosa DNI 15129560, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-06-12, 4821, Lucia Ruiz DNI 30076122, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-08-18, 4822, Ana Mendez DNI 25030950, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-07-12, 4823, Valentina Perez DNI 15413596, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-11-04, 4824, Lucia Ruiz DNI 45646237, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-06-12, 4825, Lucia Lopez DNI 12687201, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-05-29, 4826, Sofia Ruiz DNI 37549573, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-07-25, 4827, Valentina Sosa DNI 44995692, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-02-06, 4828, Valentina Mendez DNI 30097193, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-01, 4829, Juan Diaz DNI 16976593, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-02-11, 4830, Laura Ruiz DNI 39490356, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-10-17, 4831, Ana Ruiz DNI 23397463, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-12-26, 4832, Lucia Herrera DNI 43985189, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-04-12, 4833, Lucia Herrera DNI 16589824, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-01-13, 4834, Lucia Perez DNI 21165665, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-06-06, 4835, Diego Ruiz DNI 47961836, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-05-12, 4836, Ana Torres DNI 44164206, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-31, 4837, Juan Ruiz DNI 35687012, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-02-26, 4838, Sofia Ruiz DNI 32644808, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-03-02, 4839, Marcos Diaz DNI 41110780, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-04-05, 4840, Diego Diaz DNI 18621140, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-09-21, 4841, Juan Diaz DNI 29989592, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-11-08, 4842, Marcos Herrera DNI 19874298, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-09-26, 4843, Valentina Ruiz DNI 17639704, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-02-04, 4844, Carlos Perez DNI 19348439, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-12-07, 4845, Carlos Mendez DNI 41046615, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-11-14, 4846, Ana Diaz DNI 30801047, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-04-24, 4847, Pedro Torres DNI 42303061, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-03-24, 4848, Valentina Gomez DNI 16086377, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-06-29, 4849, Sofia Herrera DNI 45003964, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-10-07, 4850, Lucia Herrera DNI 39836436, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-08-26, 4851, Valentina Gomez DNI 40419592, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-02-07, 4852, Juan Sosa DNI 23043247, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-01-22, 4853, Marcos Diaz DNI 41065865, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-01-31, 4854, Juan Gomez DNI 36978294, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-06-05, 4855, Juan Ruiz DNI 32161675, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-04-06, 4856, Sofia Sosa DNI 17077440, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-07, 4857, Diego Fernandez DNI 41289373, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-11-13, 4858, Juan Sosa DNI 23406357, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-04-16, 4859, Lucia Mendez DNI 33846518, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-12-20, 4860, Carlos Perez DNI 47971685, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-02-03, 4861, Juan Herrera DNI 36431612, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-08-01, 4862, Laura Torres DNI 31358811, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-08-26, 4863, Sofia Mendez DNI 11296232, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-06-19, 4864, Laura Diaz DNI 45033432, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-03-01, 4865, Pedro Herrera DNI 25285004, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-05-05, 4866, Carlos Diaz DNI 14576259, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-12-17, 4867, Marcos Herrera DNI 14480188, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-04-07, 4868, Valentina Gomez DNI 34218373, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-08-01, 4869, Marcos Sosa DNI 29442515, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-04-05, 4870, Marcos Lopez DNI 46106971, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-02-26, 4871, Laura Lopez DNI 36157141, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-07-13, 4872, Carlos Mendez DNI 39008973, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-05-06, 4873, Pedro Fernandez DNI 44676282, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-07-13, 4874, Lucia Gomez DNI 26758915, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-08-21, 4875, Laura Perez DNI 22023763, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-08-31, 4876, Valentina Ruiz DNI 27921855, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-03-15, 4877, Laura Lopez DNI 25851214, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-12-17, 4878, Laura Sosa DNI 23357357, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-10-05, 4879, Carlos Mendez DNI 15331292, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-05-17, 4880, Pedro Gomez DNI 13598429, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-04-25, 4881, Ana Herrera DNI 40447866, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-02-07, 4882, Juan Diaz DNI 29223433, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-06-13, 4883, Laura Sosa DNI 38433915, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-05-14, 4884, Lucia Perez DNI 24958668, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-06-12, 4885, Sofia Sosa DNI 14872431, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-06-08, 4886, Juan Lopez DNI 44763060, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-09-26, 4887, Ana Ruiz DNI 24228204, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-01-23, 4888, Pedro Diaz DNI 11157742, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-04-27, 4889, Marcos Mendez DNI 28970607, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-01-02, 4890, Juan Perez DNI 15940143, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-06-24, 4891, Lucia Mendez DNI 42379951, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-05-15, 4892, Laura Torres DNI 31506103, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-15, 4893, Pedro Sosa DNI 38391970, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-03-06, 4894, Diego Mendez DNI 28956907, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-12-21, 4895, Pedro Herrera DNI 21537716, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-02-02, 4896, Sofia Perez DNI 24479124, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-08-12, 4897, Valentina Diaz DNI 18088333, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-10-27, 4898, Sofia Gomez DNI 29283008, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-12-13, 4899, Sofia Torres DNI 21627910, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-03-19, 4900, Pedro Mendez DNI 39953980, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-29, 4901, Laura Mendez DNI 10086320, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-09-03, 4902, Lucia Gomez DNI 27052980, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-12-07, 4903, Pedro Herrera DNI 19274968, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-05-10, 4904, Carlos Mendez DNI 14707859, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-08-03, 4905, Ana Ruiz DNI 27396740, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-02-21, 4906, Valentina Torres DNI 34076753, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-09-19, 4907, Marcos Diaz DNI 42904013, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-04-26, 4908, Laura Ruiz DNI 20850805, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-05-07, 4909, Juan Fernandez DNI 48592472, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-10-29, 4910, Juan Herrera DNI 16412524, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-07-24, 4911, Diego Lopez DNI 19867549, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-17, 4912, Juan Fernandez DNI 38520299, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-05-30, 4913, Valentina Gomez DNI 39120919, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-08-09, 4914, Marcos Diaz DNI 16399477, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-10-13, 4915, Pedro Herrera DNI 27386018, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-12-08, 4916, Sofia Gomez DNI 23304704, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-12-22, 4917, Juan Torres DNI 17358827, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-26, 4918, Lucia Ruiz DNI 28913600, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-01-25, 4919, Lucia Torres DNI 43073032, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-09-15, 4920, Diego Mendez DNI 16628740, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-05-04, 4921, Sofia Ruiz DNI 20472368, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-09-13, 4922, Valentina Diaz DNI 44480069, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-28, 4923, Sofia Sosa DNI 14803084, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-05-09, 4924, Laura Herrera DNI 13113926, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-03, 4925, Ana Gomez DNI 40219701, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-06-18, 4926, Valentina Mendez DNI 37810781, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-11-04, 4927, Carlos Fernandez DNI 34652479, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-03-31, 4928, Laura Torres DNI 31456985, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-07-15, 4929, Lucia Lopez DNI 35208954, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-01-20, 4930, Juan Torres DNI 20781188, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-02-06, 4931, Marcos Mendez DNI 19568706, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-08-23, 4932, Diego Perez DNI 46397008, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-12-12, 4933, Sofia Perez DNI 27527156, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-05-04, 4934, Juan Sosa DNI 29256214, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-05-27, 4935, Marcos Mendez DNI 37373832, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-01-30, 4936, Valentina Diaz DNI 33672834, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-03-09, 4937, Diego Herrera DNI 18763205, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-03-08, 4938, Laura Sosa DNI 28585491, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-08-23, 4939, Laura Diaz DNI 29130648, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-10-14, 4940, Sofia Diaz DNI 19670342, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-02-17, 4941, Laura Perez DNI 18816774, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-08-02, 4942, Diego Diaz DNI 37731291, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-02-15, 4943, Diego Mendez DNI 17765448, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-07-27, 4944, Valentina Herrera DNI 18446649, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-08-07, 4945, Laura Ruiz DNI 20972798, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-04-21, 4946, Diego Sosa DNI 31020019, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-08-31, 4947, Laura Sosa DNI 35793795, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-07-27, 4948, Pedro Herrera DNI 32168052, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-02-16, 4949, Carlos Sosa DNI 29867112, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-03-04, 4950, Lucia Ruiz DNI 23798463, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-03-26, 4951, Carlos Fernandez DNI 48310789, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-01-10, 4952, Sofia Mendez DNI 23413591, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-08-12, 4953, Ana Diaz DNI 27069489, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-12-30, 4954, Diego Diaz DNI 40201030, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-12-19, 4955, Ana Mendez DNI 28765211, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-12-20, 4956, Ana Herrera DNI 10711362, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-04-15, 4957, Lucia Torres DNI 47325752, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-01-25, 4958, Marcos Ruiz DNI 23253490, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-04-18, 4959, Pedro Gomez DNI 10351204, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-09-05, 4960, Juan Fernandez DNI 46438231, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-02-23, 4961, Ana Perez DNI 28665869, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-09-14, 4962, Pedro Mendez DNI 35597134, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-10-01, 4963, Valentina Lopez DNI 37803667, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-27, 4964, Valentina Mendez DNI 11276090, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-05-09, 4965, Marcos Sosa DNI 23985588, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-11-16, 4966, Juan Herrera DNI 44753607, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-10-15, 4967, Marcos Mendez DNI 29769258, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-04-02, 4968, Pedro Sosa DNI 13641681, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-03-03, 4969, Valentina Torres DNI 13742687, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-08-11, 4970, Lucia Gomez DNI 11958124, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-06-17, 4971, Carlos Fernandez DNI 23818049, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-06-27, 4972, Laura Diaz DNI 43245061, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-02-25, 4973, Diego Mendez DNI 29306168, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-07-24, 4974, Juan Lopez DNI 47417006, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-08-06, 4975, Diego Mendez DNI 44461374, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-10, 4976, Pedro Herrera DNI 11982719, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-04-03, 4977, Juan Ruiz DNI 41248789, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-06-22, 4978, Sofia Fernandez DNI 29387553, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-11-29, 4979, Lucia Diaz DNI 49022363, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-05-30, 4980, Carlos Gomez DNI 29399405, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-06-07, 4981, Valentina Herrera DNI 11809346, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-04-16, 4982, Diego Gomez DNI 41988921, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-05-01, 4983, Valentina Torres DNI 11995812, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-04-19, 4984, Pedro Torres DNI 37947707, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-07, 4985, Marcos Sosa DNI 27960124, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-10-18, 4986, Sofia Perez DNI 20040719, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-02-07, 4987, Sofia Lopez DNI 13413431, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-11-08, 4988, Pedro Perez DNI 34155355, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-07-07, 4989, Valentina Torres DNI 19627376, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-05-04, 4990, Valentina Gomez DNI 23393306, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-10, 4991, Lucia Torres DNI 47624835, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-10-01, 4992, Pedro Gomez DNI 33095166, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-06-14, 4993, Juan Mendez DNI 44500737, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-05-15, 4994, Laura Mendez DNI 37637111, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-07-18, 4995, Pedro Mendez DNI 23659209, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-06-20, 4996, Carlos Perez DNI 13933529, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-06-17, 4997, Lucia Fernandez DNI 39247488, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-04-12, 4998, Lucia Perez DNI 29163811, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-12-10, 4999, Diego Ruiz DNI 44854303, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-08-17, 5000, Ana Herrera DNI 21555426, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-01-20, 5001, Valentina Sosa DNI 24364978, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-08-31, 5002, Valentina Fernandez DNI 27814588, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-08-17, 5003, Pedro Torres DNI 42520104, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
