Fecha,NumeroReserva,Huesped,TipoHabitacion,Empleado,Noches,Total,Calidad
17/03/2025, 5262, Diego Herrera DNI 31626402, SUITE, Miguel Torcuato, 10, 300000, ALTA
27/11/2025, 5263, Laura Herrera DNI 26352456, SUITE, Miguel Torcuato, 7, 210000, ALTA
07/10/2025, 5264, Sofia Diaz DNI 46579650, SUITE, Miguel Torcuato, 13, 390000, ALTA
14/11/2025, 5265, Valentina Mendez DNI 26121975, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
09/09/2025, 5266, Pedro Herrera DNI 15101571, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
16/02/2025, 5267, Valentina Mendez DNI 25756012, DOBLE, Miguel Torcuato, 14, 252000, ALTA
26/10/2025, 5268, Juan Perez DNI 25211552, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
31/12/2025, 5269, Lucia Fernandez DNI 34327805, SUITE, Miguel Torcuato, 15, 450000, ALTA
25/11/2025, 5270, Marcos Sosa DNI 30162095, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
03/03/2025, 5271, Valentina Fernandez DNI 31800570, DOBLE, Miguel Torcuato, 3, 54000, BAJA
16/05/2025, 5272, Diego Perez DNI 27642730, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
04/08/2025, 5273, Juan Mendez DNI 26336966, SUITE, Miguel Torcuato, 8, 240000, ALTA
05/07/2025, 5274, Ana Perez DNI 43064848, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
01/04/2025, 5275, Laura Diaz DNI 36296971, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
31/01/2025, 5276, Juan Fernandez DNI 42073074, SUITE, Miguel Torcuato, 2, 60000, BAJA
12/08/2025, 5277, Lucia Sosa DNI 27343630, SUITE, Miguel Torcuato, 9, 270000, ALTA
09/01/2025, 5278, Marcos Torres DNI 10077970, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
02/04/2025, 5279, Sofia Gomez DNI 23198762, DOBLE, Miguel Torcuato, 14, 252000, ALTA
04/03/2025, 5280, Sofia Mendez DNI 48045038, SUITE, Miguel Torcuato, 8, 240000, ALTA
02/10/2025, 5281, Lucia Sosa DNI 20508000, DOBLE, Miguel Torcuato, 15, 270000, ALTA
20/02/2025, 5282, Marcos Ruiz DNI 21748323, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
17/03/2025, 5283, Lucia Gomez DNI 19221267, SUITE, Miguel Torcuato, 12, 360000, ALTA
26/08/2025, 5284, Lucia Mendez DNI 15874485, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
10/01/2025, 5285, Sofia Ruiz DNI 28618970, SUITE, Miguel Torcuato, 14, 420000, ALTA
13/05/2025, 5286, Lucia Ruiz DNI 42622899, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
23/10/2025, 5287, Juan Perez DNI 29619574, SUITE, Miguel Torcuato, 7, 210000, ALTA
20/06/2025, 5288, Valentina Torres DNI 30988031, SUITE, Miguel Torcuato, 15, 450000, ALTA
16/07/2025, 5289, Juan Herrera DNI 27614954, SUITE, Miguel Torcuato, 14, 420000, ALTA
02/09/2025, 5290, Lucia Diaz DNI 41397876, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
06/02/2025, 5291, Marcos Gomez DNI 49276082, SUITE, Miguel Torcuato, 4, 120000, MEDIA
16/04/2025, 5292, Lucia Sosa DNI 21570986, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
18/06/2025, 5293, Lucia Ruiz DNI 27642900, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
19/03/2025, 5294, Juan Sosa DNI 44006556, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
30/01/2025, 5295, Carlos Sosa DNI 21222043, DOBLE, Miguel Torcuato, 14, 252000, ALTA
15/03/2025, 5296, Marcos Herrera DNI 18099824, DOBLE, Miguel Torcuato, 4, 72000, BAJA
24/08/2025, 5297, Lucia Gomez DNI 48301226, DOBLE, Miguel Torcuato, 15, 270000, ALTA
12/06/2025, 5298, Pedro Lopez DNI 17190239, DOBLE, Miguel Torcuato, 1, 18000, BAJA
12/09/2025, 5299, Juan Sosa DNI 28344885, DOBLE, Miguel Torcuato, 13, 234000, ALTA
29/07/2025, 5300, Marcos Fernandez DNI 12158387, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
12/08/2025, 5301, Laura Herrera DNI 34832786, SUITE, Miguel Torcuato, 5, 150000, MEDIA
08/06/2025, 5302, Lucia Fernandez DNI 34355702, SUITE, Miguel Torcuato, 11, 330000, ALTA
19/02/2025, 5303, Laura Gomez DNI 18725494, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
16/08/2025, 5304, Valentina Diaz DNI 36508722, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
16/04/2025, 5305, Juan Ruiz DNI 26110725, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
17/02/2025, 5306, Juan Lopez DNI 14434395, DOBLE, Miguel Torcuato, 2, 36000, BAJA
18/05/2025, 5307, Ana Mendez DNI 40937737, DOBLE, Miguel Torcuato, 2, 36000, BAJA
29/12/2025, 5308, Marcos Sosa DNI 10568145, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
27/11/2025, 5309, Diego Perez DNI 49699659, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
16/10/2025, 5310, Juan Herrera DNI 17498634, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
12/03/2025, 5311, Marcos Torres DNI 48282374, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
18/04/2025, 5312, Carlos Diaz DNI 11312726, DOBLE, Miguel Torcuato, 2, 36000, BAJA
03/08/2025, 5313, Marcos Gomez DNI 41887616, SUITE, Miguel Torcuato, 15, 450000, ALTA
07/09/2025, 5314, Lucia Gomez DNI 36196547, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
18/11/2025, 5315, Juan Lopez DNI 11919804, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
17/03/2025, 5316, Ana Torres DNI 24086055, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
15/02/2025, 5317, Marcos Torres DNI 44637267, DOBLE, Miguel Torcuato, 1, 18000, BAJA
14/04/2025, 5318, Juan Sosa DNI 21698883, DOBLE, Miguel Torcuato, 4, 72000, BAJA
12/08/2025, 5319, Pedro Torres DNI 25577320, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
25/02/2025, 5320, Lucia Fernandez DNI 33976589, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
27/03/2025, 5321, Ana Perez DNI 39122114, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
30/09/2025, 5322, Valentina Lopez DNI 31839759, DOBLE, Miguel Torcuato, 3, 54000, BAJA
10/05/2025, 5323, Marcos Lopez DNI 13315580, DOBLE, Miguel Torcuato, 5, 90000, BAJA
13/11/2025, 5324, Juan Herrera DNI 37418228, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
24/11/2025, 5325, Sofia Herrera DNI 45390047, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
27/08/2025, 5326, Carlos Sosa DNI 17806890, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
13/07/2025, 5327, Sofia Mendez DNI 36941785, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
02/07/2025, 5328, Marcos Fernandez DNI 16379050, SUITE, Miguel Torcuato, 10, 300000, ALTA
25/08/2025, 5329, Marcos Fernandez DNI 47151247, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
29/06/2025, 5330, Pedro Mendez DNI 36284379, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
02/09/2025, 5331, Pedro Mendez DNI 31511701, SUITE, Miguel Torcuato, 2, 60000, BAJA
09/07/2025, 5332, Laura Herrera DNI 47333532, DOBLE, Miguel Torcuato, 3, 54000, BAJA
30/12/2025, 5333, Ana Diaz DNI 47670428, DOBLE, Miguel Torcuato, 2, 36000, BAJA
20/08/2025, 5334, Diego Torres DNI 48888412, DOBLE, Miguel Torcuato, 15, 270000, ALTA
19/05/2025, 5335, Sofia Diaz DNI 15984978, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
27/11/2025, 5336, Carlos Gomez DNI 22261466, SUITE, Miguel Torcuato, 15, 450000, ALTA
05/09/2025, 5337, Diego Herrera DNI 47174942, SUITE, Miguel Torcuato, 6, 180000, MEDIA
17/08/2025, 5338, Carlos Mendez DNI 48059695, DOBLE, Miguel Torcuato, 3, 54000, BAJA
03/08/2025, 5339, Pedro Gomez DNI 13780971, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
09/07/2025, 5340, Ana Lopez DNI 11912993, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
12/06/2025, 5341, Pedro Sosa DNI 10526985, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
16/11/2025, 5342, Carlos Perez DNI 14150566, SUITE, Miguel Torcuato, 2, 60000, BAJA
23/07/2025, 5343, Diego Herrera DNI 20012144, SUITE, Miguel Torcuato, 4, 120000, MEDIA
14/11/2025, 5344, Carlos Diaz DNI 36233778, DOBLE, Miguel Torcuato, 12, 216000, ALTA
21/10/2025, 5345, Pedro Perez DNI 18659224, SUITE, Miguel Torcuato, 10, 300000, ALTA
30/03/2025, 5346, Juan Sosa DNI 28137642, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
11/05/2025, 5347, Lucia Torres DNI 31438329, SUITE, Miguel Torcuato, 10, 300000, ALTA
07/06/2025, 5348, Laura Mendez DNI 21008875, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
23/08/2025, 5349, Carlos Fernandez DNI 36466989, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
01/03/2025, 5350, Diego Herrera DNI 19453184, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
15/07/2025, 5351, Sofia Herrera DNI 48342184, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
26/09/2025, 5352, Sofia Fernandez DNI 29225703, DOBLE, Miguel Torcuato, 2, 36000, BAJA
25/12/2025, 5353, Diego Torres DNI 37366040, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
24/03/2025, 5354, Pedro Fernandez DNI 45421319, DOBLE, Miguel Torcuato, 14, 252000, ALTA
14/02/2025, 5355, Pedro Perez DNI 23992165, SUITE, Miguel Torcuato, 3, 90000, BAJA
14/11/2025, 5356, Lucia Mendez DNI 32553016, SUITE, Miguel Torcuato, 13, 390000, ALTA
06/11/2025, 5357, Carlos Herrera DNI 42424143, SUITE, Miguel Torcuato, 1, 30000, BAJA
18/01/2025, 5358, Pedro Ruiz DNI 30225014, SUITE, Miguel Torcuato, 2, 60000, BAJA
29/06/2025, 5359, Valentina Fernandez DNI 46846376, SUITE, Miguel Torcuato, 5, 150000, MEDIA
17/10/2025, 5360, Ana Fernandez DNI 22277420, SUITE, Miguel Torcuato, 1, 30000, BAJA
04/02/2025, 5361, Marcos Ruiz DNI 14227510, SUITE, Miguel Torcuato, 6, 180000, MEDIA
12/06/2025, 5362, Juan Mendez DNI 31091746, DOBLE, Miguel Torcuato, 2, 36000, BAJA
14/01/2025, 5363, Carlos Perez DNI 19825454, SUITE, Miguel Torcuato, 4, 120000, MEDIA
17/03/2025, 5364, Diego Sosa DNI 41251083, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
21/12/2025, 5365, Pedro Fernandez DNI 30037591, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
30/10/2025, 5366, Marcos Sosa DNI 32933813, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
28/12/2025, 5367, Sofia Fernandez DNI 22518209, DOBLE, Miguel Torcuato, 14, 252000, ALTA
17/07/2025, 5368, Sofia Gomez DNI 19064021, SUITE, Miguel Torcuato, 13, 390000, ALTA
04/07/2025, 5369, Lucia Lopez DNI 30974505, DOBLE, Miguel Torcuato, 15, 270000, ALTA
04/03/2025, 5370, Laura Gomez DNI 49576311, DOBLE, Miguel Torcuato, 3, 54000, BAJA
07/10/2025, 5371, Marcos Diaz DNI 17598195, DOBLE, Miguel Torcuato, 13, 234000, ALTA
13/06/2025, 5372, Sofia Torres DNI 41613063, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
30/12/2025, 5373, Diego Mendez DNI 30071244, SUITE, Miguel Torcuato, 1, 30000, BAJA
30/08/2025, 5374, Diego Fernandez DNI 11617799, SUITE, Miguel Torcuato, 11, 330000, ALTA
29/11/2025, 5375, Marcos Lopez DNI 13461986, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
01/09/2025, 5376, Marcos Torres DNI 46113622, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
04/05/2025, 5377, Juan Ruiz DNI 16329417, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
17/10/2025, 5378, Lucia Diaz DNI 11000865, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
27/12/2025, 5379, Juan Mendez DNI 10038517, SUITE, Miguel Torcuato, 4, 120000, MEDIA
26/03/2025, 5380, Valentina Mendez DNI 47210608, DOBLE, Miguel Torcuato, 4, 72000, BAJA
04/01/2025, 5381, Diego Diaz DNI 25284566, SUITE, Miguel Torcuato, 13, 390000, ALTA
29/07/2025, 5382, Valentina Mendez DNI 42776664, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
28/12/2025, 5383, Juan Perez DNI 47949723, DOBLE, Miguel Torcuato, 2, 36000, BAJA
19/09/2025, 5384, Ana Perez DNI 47297985, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
20/11/2025, 5385, Pedro Sosa DNI 12262030, SUITE, Miguel Torcuato, 8, 240000, ALTA
24/10/2025, 5386, Juan Herrera DNI 20100315, SUITE, Miguel Torcuato, 11, 330000, ALTA
08/06/2025, 5387, Lucia Perez DNI 32691217, SUITE, Miguel Torcuato, 2, 60000, BAJA
03/07/2025, 5388, Valentina Torres DNI 10497322, SUITE, Miguel Torcuato, 11, 330000, ALTA
24/01/2025, 5389, Ana Diaz DNI 38321468, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
01/05/2025, 5390, Juan Fernandez DNI 14814003, SUITE, Miguel Torcuato, 4, 120000, MEDIA
04/12/2025, 5391, Ana Sosa DNI 45740315, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
20/04/2025, 5392, Sofia Ruiz DNI 49876170, DOBLE, Miguel Torcuato, 2, 36000, BAJA
25/03/2025, 5393, Valentina Gomez DNI 28463759, DOBLE, Miguel Torcuato, 5, 90000, BAJA
01/08/2025, 5394, Juan Torres DNI 24924162, DOBLE, Miguel Torcuato, 4, 72000, BAJA
25/02/2025, 5395, Ana Diaz DNI 36100040, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
05/10/2025, 5396, Juan Sosa DNI 49740984, DOBLE, Miguel Torcuato, 13, 234000, ALTA
13/08/2025, 5397, Laura Gomez DNI 17466213, DOBLE, Miguel Torcuato, 2, 36000, BAJA
15/02/2025, 5398, Valentina Gomez DNI 39603396, DOBLE, Miguel Torcuato, 4, 72000, BAJA
30/12/2025, 5399, Pedro Ruiz DNI 29798194, SUITE, Miguel Torcuato, 5, 150000, MEDIA
12/05/2025, 5400, Lucia Herrera DNI 43333829, SUITE, Miguel Torcuato, 9, 270000, ALTA
23/08/2025, 5401, Juan Gomez DNI 23302275, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
05/05/2025, 5402, Juan Gomez DNI 19988368, SUITE, Miguel Torcuato, 13, 390000, ALTA
07/02/2025, 5403, Laura Diaz DNI 46574650, SUITE, Miguel Torcuato, 1, 30000, BAJA
19/07/2025, 5404, Juan Ruiz DNI 31781950, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
28/04/2025, 5405, Lucia Diaz DNI 33091162, DOBLE, Miguel Torcuato, 12, 216000, ALTA
10/09/2025, 5406, Diego Fernandez DNI 35981015, SUITE, Miguel Torcuato, 11, 330000, ALTA
04/07/2025, 5407, Diego Torres DNI 26066766, DOBLE, Miguel Torcuato, 3, 54000, BAJA
12/07/2025, 5408, Lucia Mendez DNI 34295206, DOBLE, Miguel Torcuato, 3, 54000, BAJA
02/09/2025, 5409, Carlos Diaz DNI 45604547, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
13/04/2025, 5410, Lucia Gomez DNI 28566306, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
30/09/2025, 5411, Laura Herrera DNI 40145957, SUITE, Miguel Torcuato, 8, 240000, ALTA
28/04/2025, 5412, Juan Herrera DNI 26006654, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
21/03/2025, 5413, Ana Ruiz DNI 41583298, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
27/09/2025, 5414, Sofia Mendez DNI 46609622, DOBLE, Miguel Torcuato, 12, 216000, ALTA
28/09/2025, 5415, Lucia Mendez DNI 42587008, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
14/08/2025, 5416, Lucia Herrera DNI 17524991, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
03/03/2025, 5417, Valentina Torres DNI 11592261, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
23/12/2025, 5418, Pedro Torres DNI 17544690, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
25/05/2025, 5419, Marcos Fernandez DNI 38668010, SUITE, Miguel Torcuato, 9, 270000, ALTA
07/02/2025, 5420, Carlos Perez DNI 44247005, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
15/09/2025, 5421, Pedro Mendez DNI 18021859, DOBLE, Miguel Torcuato, 3, 54000, BAJA
02/02/2025, 5422, Carlos Ruiz DNI 19176910, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
21/03/2025, 5423, Ana Torres DNI 49554552, SUITE, Miguel Torcuato, 10, 300000, ALTA
15/08/2025, 5424, Lucia Gomez DNI 15267845, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
16/03/2025, 5425, Pedro Herrera DNI 30484640, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
03/06/2025, 5426, Sofia Diaz DNI 38115549, SUITE, Miguel Torcuato, 12, 360000, ALTA
08/10/2025, 5427, Juan Ruiz DNI 26281096, SUITE, Miguel Torcuato, 3, 90000, BAJA
16/10/2025, 5428, Lucia Perez DNI 15998046, SUITE, Miguel Torcuato, 9, 270000, ALTA
15/02/2025, 5429, Laura Herrera DNI 13430183, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
01/08/2025, 5430, Marcos Diaz DNI 17180266, SUITE, Miguel Torcuato, 6, 180000, MEDIA
26/01/2025, 5431, Carlos Gomez DNI 40576388, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
19/05/2025, 5432, Lucia Lopez DNI 43586442, SUITE, Miguel Torcuato, 15, 450000, ALTA
09/03/2025, 5433, Ana Sosa DNI 21409294, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
20/07/2025, 5434, Marcos Lopez DNI 47217245, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
01/02/2025, 5435, Carlos Diaz DNI 16681374, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
09/02/2025, 5436, Laura Diaz DNI 24824741, DOBLE, Miguel Torcuato, 15, 270000, ALTA
07/04/2025, 5437, Sofia Lopez DNI 31485076, DOBLE, Miguel Torcuato, 15, 270000, ALTA
08/09/2025, 5438, Marcos Sosa DNI 27453685, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
10/11/2025, 5439, Sofia Gomez DNI 30069908, DOBLE, Miguel Torcuato, 15, 270000, ALTA
09/05/2025, 5440, Marcos Ruiz DNI 43942403, SUITE, Miguel Torcuato, 3, 90000, BAJA
09/06/2025, 5441, Laura Gomez DNI 49139556, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
18/12/2025, 5442, Ana Gomez DNI 41508494, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
01/06/2025, 5443, Pedro Fernandez DNI 40571756, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
20/11/2025, 5444, Carlos Perez DNI 41608436, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
16/03/2025, 5445, Carlos Fernandez DNI 11666897, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
10/01/2025, 5446, Valentina Herrera DNI 38528859, SUITE, Miguel Torcuato, 2, 60000, BAJA
30/11/2025, 5447, Lucia Torres DNI 43650615, SUITE, Miguel Torcuato, 14, 420000, ALTA
05/08/2025, 5448, Sofia Gomez DNI 20429698, SUITE, Miguel Torcuato, 4, 120000, MEDIA
29/03/2025, 5449, Pedro Herrera DNI 32589850, DOBLE, Miguel Torcuato, 14, 252000, ALTA
17/11/2025, 5450, Laura Herrera DNI 45308204, SUITE, Miguel Torcuato, 4, 120000, MEDIA
28/03/2025, 5451, Diego Fernandez DNI 27284945, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
12/04/2025, 5452, Laura Torres DNI 49082160, SUITE, Miguel Torcuato, 9, 270000, ALTA
29/06/2025, 5453, Sofia Lopez DNI 22704423, SUITE, Miguel Torcuato, 7, 210000, ALTA
09/04/2025, 5454, Pedro Sosa DNI 35629864, SUITE, Miguel Torcuato, 13, 390000, ALTA
15/08/2025, 5455, Carlos Mendez DNI 27480478, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
07/09/2025, 5456, Juan Gomez DNI 49221564, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
25/03/2025, 5457, Marcos Fernandez DNI 47067721, DOBLE, Miguel Torcuato, 13, 234000, ALTA
29/04/2025, 5458, Lucia Diaz DNI 15314322, SUITE, Miguel Torcuato, 13, 390000, ALTA
07/04/2025, 5459, Carlos Mendez DNI 23956813, DOBLE, Miguel Torcuato, 3, 54000, BAJA
15/05/2025, 5460, Carlos Ruiz DNI 22406876, SUITE, Miguel Torcuato, 13, 390000, ALTA
17/07/2025, 5461, Juan Perez DNI 34392317, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
28/01/2025, 5462, Valentina Diaz DNI 17684359, SUITE, Miguel Torcuato, 12, 360000, ALTA
20/12/2025, 5463, Pedro Fernandez DNI 12328599, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
15/07/2025, 5464, Diego Torres DNI 27029507, DOBLE, Miguel Torcuato, 13, 234000, ALTA
07/07/2025, 5465, Lucia Ruiz DNI 43184807, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
14/11/2025, 5466, Lucia Ruiz DNI 39727292, SUITE, Miguel Torcuato, 10, 300000, ALTA
30/01/2025, 5467, Marcos Diaz DNI 12499199, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
09/11/2025, 5468, Juan Ruiz DNI 41201692, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
15/03/2025, 5469, Valentina Herrera DNI 12991577, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
04/07/2025, 5470, Valentina Herrera DNI 33441602, DOBLE, Miguel Torcuato, 14, 252000, ALTA
04/08/2025, 5471, Diego Gomez DNI 39541651, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
17/08/2025, 5472, Pedro Ruiz DNI 39008076, DOBLE, Miguel Torcuato, 14, 252000, ALTA
05/05/2025, 5473, Juan Perez DNI 47232652, DOBLE, Miguel Torcuato, 15, 270000, ALTA
26/11/2025, 5474, Diego Fernandez DNI 31176517, SUITE, Miguel Torcuato, 6, 180000, MEDIA
21/11/2025, 5475, Marcos Gomez DNI 23812264, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
11/07/2025, 5476, Laura Lopez DNI 44038323, SUITE, Miguel Torcuato, 13, 390000, ALTA
07/06/2025, 5477, Marcos Diaz DNI 31836389, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
22/12/2025, 5478, Lucia Ruiz DNI 15822023, DOBLE, Miguel Torcuato, 13, 234000, ALTA
13/01/2025, 5479, Lucia Ruiz DNI 25770400, SUITE, Miguel Torcuato, 11, 330000, ALTA
12/11/2025, 5480, Juan Ruiz DNI 41482282, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
30/06/2025, 5481, Diego Gomez DNI 44438512, SUITE, Miguel Torcuato, 8, 240000, ALTA
23/05/2025, 5482, Carlos Gomez DNI 17071976, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
11/01/2025, 5483, Diego Lopez DNI 40776357, DOBLE, Miguel Torcuato, 14, 252000, ALTA
10/07/2025, 5484, Ana Gomez DNI 27332612, DOBLE, Miguel Torcuato, 13, 234000, ALTA
21/05/2025, 5485, Juan Lopez DNI 18812134, DOBLE, Miguel Torcuato, 5, 90000, BAJA
09/02/2025, 5486, Juan Fernandez DNI 35265057, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
28/06/2025, 5487, Diego Perez DNI 17587822, SUITE, Miguel Torcuato, 12, 360000, ALTA
13/03/2025, 5488, Carlos Lopez DNI 48771280, SUITE, Miguel Torcuato, 14, 420000, ALTA
06/02/2025, 5489, Ana Fernandez DNI 12988675, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
15/09/2025, 5490, Laura Fernandez DNI 34885080, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
05/07/2025, 5491, Valentina Perez DNI 38512050, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
08/01/2025, 5492, Ana Fernandez DNI 36034256, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
24/04/2025, 5493, Juan Fernandez DNI 49190470, SUITE, Miguel Torcuato, 12, 360000, ALTA
30/06/2025, 5494, Pedro Fernandez DNI 42938469, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
25/02/2025, 5495, Laura Ruiz DNI 44049725, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
24/06/2025, 5496, Ana Fernandez DNI 42840750, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
08/08/2025, 5497, Sofia Lopez DNI 44919756, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
19/07/2025, 5498, Carlos Lopez DNI 37500517, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
10/02/2025, 5499, Lucia Fernandez DNI 21932517, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
22/07/2025, 5500, Pedro Diaz DNI 31070308, DOBLE, Miguel Torcuato, 13, 234000, ALTA
14/08/2025, 5501, Carlos Mendez DNI 30698186, SUITE, Miguel Torcuato, 1, 30000, BAJA
03/10/2025, 5502, Carlos Perez DNI 43164542, DOBLE, Miguel Torcuato, 3, 54000, BAJA
01/11/2025, 5503, Laura Fernandez DNI 38873831, DOBLE, Miguel Torcuato, 14, 252000, ALTA
09/03/2025, 5504, Carlos Sosa DNI 23825790, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
10/10/2025, 5505, Sofia Torres DNI 29997785, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
25/09/2025, 5506, Carlos Diaz DNI 32686535, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
16/04/2025, 5507, Lucia Torres DNI 36773662, DOBLE, Miguel Torcuato, 14, 252000, ALTA
07/12/2025, 5508, Marcos Herrera DNI 18725776, DOBLE, Miguel Torcuato, 13, 234000, ALTA
22/03/2025, 5509, Pedro Ruiz DNI 41614950, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
27/12/2025, 5510, Diego Herrera DNI 14081474, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
10/02/2025, 5511, Diego Ruiz DNI 33552508, DOBLE, Miguel Torcuato, 14, 252000, ALTA
20/10/2025, 5512, Pedro Gomez DNI 16459896, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
24/10/2025, 5513, Ana Fernandez DNI 14243288, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
18/08/2025, 5514, Valentina Gomez DNI 22333466, DOBLE, Miguel Torcuato, 4, 72000, BAJA
